1   -3.00000   -74.760   28.830   922.8   60.270   1.010   1013.0   0.1571   0.0681
2   -2.97917   -74.785   28.865   922.8   60.345   1.010   1013.0   0.1573   0.0657
3   -2.95833   -74.810   28.900   922.8   60.420   1.010   1013.0   0.1603   0.0648
4   -2.93750   -74.830   28.930   922.8   60.490   1.010   1013.0   0.1644   0.0680
5   -2.91667   -74.850   28.960   922.8   60.560   1.010   1013.0   0.1665   0.0733
6   -2.89583   -74.870   28.990   922.8   60.625   1.010   1013.0   0.1704   0.0744
7   -2.87500   -74.890   29.020   922.8   60.690   1.010   1013.0   0.1733   0.0735
8   -2.85417   -74.915   29.055   922.8   60.760   1.010   1013.0   0.1738   0.0735
9   -2.83333   -74.940   29.090   922.8   60.830   1.010   1013.0   0.1763   0.0719
10   -2.81250   -74.960   29.120   922.8   60.905   1.010   1013.0   0.1800   0.0706
11   -2.79167   -74.980   29.150   922.8   60.980   1.010   1013.0   0.1838   0.0716
12   -2.77083   -75.005   29.185   922.8   61.050   1.010   1013.0   0.1873   0.0741
13   -2.75000   -75.030   29.220   922.8   61.120   1.010   1013.0   0.1902   0.0783
14   -2.72917   -75.050   29.250   922.8   61.195   1.010   1013.0   0.1946   0.0821
15   -2.70833   -75.070   29.280   922.8   61.270   1.010   1013.0   0.1988   0.0830
16   -2.68750   -75.095   29.315   922.8   61.340   1.010   1013.0   0.2039   0.0821
17   -2.66667   -75.120   29.350   922.8   61.410   1.010   1013.0   0.2102   0.0811
18   -2.64583   -75.145   29.385   922.8   61.485   1.010   1013.0   0.2138   0.0814
19   -2.62500   -75.170   29.420   922.8   61.560   1.010   1013.0   0.2175   0.0837
20   -2.60417   -75.190   29.445   922.8   61.625   1.010   1013.0   0.2201   0.0879
21   -2.58333   -75.210   29.470   922.8   61.690   1.010   1013.0   0.2213   0.0916
22   -2.56250   -75.230   29.505   922.8   61.765   1.010   1013.0   0.2249   0.0910
23   -2.54167   -75.250   29.540   922.8   61.840   1.010   1013.0   0.2260   0.0863
24   -2.52083   -75.275   29.575   922.8   61.915   1.010   1013.0   0.2252   0.0811
25   -2.50000   -75.300   29.610   922.8   61.990   1.010   1013.0   0.2279   0.0794
26   -2.47917   -75.320   29.640   922.8   62.065   1.010   1013.0   0.2320   0.0828
27   -2.45833   -75.340   29.670   922.8   62.140   1.010   1013.0   0.2368   0.0878
28   -2.43750   -75.365   29.705   922.8   62.215   1.010   1013.0   0.2416   0.0904
29   -2.41667   -75.390   29.740   922.8   62.290   1.010   1013.0   0.2450   0.0920
30   -2.39583   -75.410   29.770   922.8   62.365   1.010   1013.0   0.2519   0.0944
31   -2.37500   -75.430   29.800   922.8   62.440   1.010   1013.0   0.2602   0.0967
32   -2.35417   -75.455   29.835   922.8   62.515   1.010   1013.0   0.2672   0.0979
33   -2.33333   -75.480   29.870   922.8   62.590   1.010   1013.0   0.2758   0.0998
34   -2.31250   -75.500   29.900   922.8   62.670   1.010   1013.0   0.2806   0.1016
35   -2.29167   -75.520   29.930   922.8   62.750   1.010   1013.0   0.2833   0.1028
36   -2.27083   -75.545   29.965   922.8   62.825   1.010   1013.0   0.2892   0.1042
37   -2.25000   -75.570   30.000   922.8   62.900   1.010   1013.0   0.2942   0.1047
38   -2.22917   -75.595   30.035   922.8   62.975   1.010   1013.0   0.2982   0.1037
39   -2.20833   -75.620   30.070   922.8   63.050   1.010   1013.0   0.3006   0.1015
40   -2.18750   -75.640   30.100   922.8   63.130   1.010   1013.0   0.3013   0.1025
41   -2.16667   -75.660   30.130   922.8   63.210   1.010   1013.0   0.3064   0.1075
42   -2.14583   -75.685   30.165   922.8   63.285   1.010   1013.0   0.3131   0.1108
43   -2.12500   -75.710   30.200   922.8   63.360   1.010   1013.0   0.3173   0.1121
44   -2.10417   -75.730   30.230   922.8   63.440   1.010   1013.0   0.3206   0.1106
45   -2.08333   -75.750   30.260   922.8   63.520   1.010   1013.0   0.3247   0.1092
46   -2.06250   -75.775   30.300   922.8   63.610   1.010   1013.0   0.3321   0.1117
47   -2.04167   -75.800   30.340   922.8   63.700   1.010   1013.0   0.3430   0.1157
48   -2.02083   -75.825   30.370   922.8   63.780   1.010   1013.0   0.3520   0.1178
49   -2.00000   -75.850   30.400   922.8   63.860   1.010   1013.0   0.3565   0.1187
50   -1.97917   -75.870   30.435   922.8   63.935   1.010   1013.0   0.3633   0.1214
51   -1.95833   -75.890   30.470   922.8   64.010   1.010   1013.0   0.3753   0.1263
52   -1.93750   -75.915   30.500   922.8   64.090   1.010   1013.0   0.3832   0.1284
53   -1.91667   -75.940   30.530   922.8   64.170   1.010   1013.0   0.3864   0.1286
54   -1.89583   -75.965   30.565   922.8   64.250   1.010   1013.0   0.3919   0.1297
55   -1.87500   -75.990   30.600   922.8   64.330   1.010   1013.0   0.4000   0.1309
56   -1.85417   -76.010   30.635   922.8   64.415   1.010   1013.0   0.4059   0.1323
57   -1.83333   -76.030   30.670   922.8   64.500   1.010   1013.0   0.4089   0.1341
58   -1.81250   -76.055   30.705   922.8   64.590   1.010   1013.0   0.4123   0.1338
59   -1.79167   -76.080   30.740   922.8   64.680   1.010   1013.0   0.4189   0.1334
60   -1.77083   -76.105   30.775   922.8   64.760   1.010   1013.0   0.4290   0.1357
61   -1.75000   -76.130   30.810   922.8   64.840   1.010   1013.0   0.4373   0.1375
62   -1.72917   -76.150   30.840   922.8   64.920   1.010   1013.0   0.4410   0.1383
63   -1.70833   -76.170   30.870   922.8   65.000   1.010   1013.0   0.4467   0.1409
64   -1.68750   -76.195   30.905   922.8   65.085   1.010   1013.0   0.4563   0.1451
65   -1.66667   -76.220   30.940   922.8   65.170   1.010   1013.0   0.4683   0.1500
